Name,Total,Sex,Year,Frequency
MATAYA,28,2.0,1915.0,0
MATEO,425,1.0,1915.0,0
MATHEW,1670,1.0,1915.0,0
MATHIAS,108,1.0,1915.0,0
MATHIEU,68,1.0,1915.0,0
MATIAS,114,1.0,1915.0,0
MATILDA,92,2.0,1915.0,0
MATIN,5,1.0,1915.0,0
MATT,41,1.0,1915.0,0
MATTEA,58,2.0,1915.0,0
MATTEO,475,1.0,1915.0,0
MATTHEW,15579,1.0,1915.0,6
MATTHIAS,150,1.0,1915.0,0
MATTIAS,312,1.0,1915.0,0
MAUD,18,2.0,1915.0,0
MAUDE,5,2.0,1915.0,5
MAUREEN,3074,2.0,1915.0,0
MAURICE,733,1.0,1915.0,13
MAURIZIO,5,1.0,1915.0,0
MAURO,6,1.0,1915.0,0
MAVERICK,103,1.0,1915.0,0
MAVIS,333,2.0,1915.0,6
MAX,1091,1.0,1915.0,5
MAXIM,162,1.0,1915.0,0
MAXIME,13,1.0,1915.0,0
MAXIMILIAN,211,1.0,1915.0,0
MAXIMILIANO,5,1.0,1915.0,0
MAXIMILLIAN,50,1.0,1915.0,0
MAXIMUS,238,1.0,1915.0,0
MAXINE,540,2.0,1915.0,7
MAXTON,8,1.0,1915.0,0
MAXWELL,1124,1.0,1915.0,0
MAXX,19,1.0,1915.0,0
MAY,605,2.0,1915.0,29
MAYA,1694,2.0,1915.0,0
MAYSON,10,1.0,1915.0,0
MCKAYLA,46,2.0,1915.0,0
MCKENNA,245,2.0,1915.0,0
MCKENZIE,12,1.0,1915.0,0
MCKENZIE,169,2.0,1915.0,0
MCKINLEY,7,2.0,1915.0,0
MEADOW,62,2.0,1915.0,0
MEAGAN,570,2.0,1915.0,0
MEAGHAN,343,2.0,1915.0,0
MEARA,5,2.0,1915.0,0
MEERA,19,2.0,1915.0,0
MEGAN,5640,2.0,1915.0,0
MEGGAN,5,2.0,1915.0,0
MEGHAN,1634,2.0,1915.0,0
MEGHANN,13,2.0,1915.0,0
MEHAK,7,2.0,1915.0,0
MEHAR,25,1.0,1915.0,0
MEHAR,18,2.0,1915.0,0
MEHTAAB,23,1.0,1915.0,0
MEHTAB,64,1.0,1915.0,0
MEI,6,2.0,1915.0,0
MEIGHAN,5,2.0,1915.0,0
MELANIE,2918,2.0,1915.0,0
MELANY,5,2.0,1915.0,0
MELBA,5,2.0,1915.0,0
MELIA,8,2.0,1915.0,0
MELINA,120,2.0,1915.0,0
MELINDA,478,2.0,1915.0,0
MELISA,64,2.0,1915.0,0
MELISSA,5914,2.0,1915.0,0
MELLISSA,16,2.0,1915.0,0
MELODIE,119,2.0,1915.0,0
MELODY,953,2.0,1915.0,0
MELVILLE,24,1.0,1915.0,0
MELVIN,1023,1.0,1915.0,7
MELVYN,31,1.0,1915.0,0
MELYSSA,5,2.0,1915.0,0
MEMPHIS,45,1.0,1915.0,0
MEMPHIS,5,2.0,1915.0,0
MERCEDES,266,2.0,1915.0,0
MERCY,5,2.0,1915.0,0
MEREDITH,203,2.0,1915.0,0
MERILYN,13,2.0,1915.0,0
MERISSA,24,2.0,1915.0,0
MERLE,11,1.0,1915.0,0
MERLE,44,2.0,1915.0,0
MERRICK,13,1.0,1915.0,0
MERRILEE,18,2.0,1915.0,0
MERRY,5,2.0,1915.0,0
MERVIN,110,1.0,1915.0,0
MERVYN,15,1.0,1915.0,0
MIA,1156,2.0,1915.0,0
MIAH,11,2.0,1915.0,0
MICAELA,47,2.0,1915.0,0
MICAH,620,1.0,1915.0,0
MICAH,59,2.0,1915.0,0
MICHAEL,34432,1.0,1915.0,15
MICHAELA,595,2.0,1915.0,0
MICHAL,5,1.0,1915.0,0
MICHEAL,1441,1.0,1915.0,0
MICHEL,162,1.0,1915.0,0
MICHELE,60,1.0,1915.0,0
MICHELE,1514,2.0,1915.0,0
MICHELLE,9429,2.0,1915.0,0
MICHIKO,70,2.0,1915.0,0
MICKEY,18,1.0,1915.0,0
MIDORI,5,2.0,1915.0,0
MIGUEL,218,1.0,1915.0,0
MIKA,144,2.0,1915.0,0
MIKAELA,408,2.0,1915.0,0
MIKAILA,6,2.0,1915.0,0
MIKAYLA,879,2.0,1915.0,0
MIKE,345,1.0,1915.0,7
MIKHAIL,15,1.0,1915.0,0
MILA,485,2.0,1915.0,0
MILAN,82,1.0,1915.0,0
MILAN,5,2.0,1915.0,0
MILANA,7,2.0,1915.0,0
MILANIA,13,2.0,1915.0,0
MILDRED,851,2.0,1915.0,36
MILENA,17,2.0,1915.0,0
MILES,607,1.0,1915.0,0
MILEY,43,2.0,1915.0,0
MILLA,32,2.0,1915.0,0
MILLER,34,1.0,1915.0,0
MILLICENT,7,2.0,1915.0,0
MILLIE,6,2.0,1915.0,0
MILO,129,1.0,1915.0,0
MILTON,146,1.0,1915.0,8
MIMI,6,2.0,1915.0,0
MINA,79,2.0,1915.0,0
MINDY,82,2.0,1915.0,0
MINH,16,1.0,1915.0,0
MINNIE,109,2.0,1915.0,10
MINORU,136,1.0,1915.0,5
MIRA,147,2.0,1915.0,0
MIRABELLE,5,2.0,1915.0,0
MIRACLE,5,2.0,1915.0,0
MIRANDA,1323,2.0,1915.0,0
MIRIAM,418,2.0,1915.0,0
MISAO,11,2.0,1915.0,0
MISCHA,5,1.0,1915.0,0
MISCHA,32,2.0,1915.0,0
MISHA,7,2.0,1915.0,0
MISTY,218,2.0,1915.0,0
MITCHEL,167,1.0,1915.0,0
MITCHELL,2454,1.0,1915.0,0
MITSUE,10,2.0,1915.0,0
MITSUKO,26,2.0,1915.0,0
MITSUO,67,1.0,1915.0,0
MITSURU,5,1.0,1915.0,0
MITZI,6,2.0,1915.0,0
MIYA,102,2.0,1915.0,0
MIYOKO,60,2.0,1915.0,0
MOHAMED,60,1.0,1915.0,0
MOHAMMAD,156,1.0,1915.0,0
MOHAMMED,299,1.0,1915.0,0
MOHIT,12,1.0,1915.0,0
MOIRA,162,2.0,1915.0,0
MOLLIE,5,2.0,1915.0,0
MOLLY,793,2.0,1915.0,0
MONA,447,2.0,1915.0,0
MONICA,2004,2.0,1915.0,5
MONIKA,294,2.0,1915.0,0
MONIQUE,663,2.0,1915.0,0
MONTANA,6,1.0,1915.0,0
MONTANA,221,2.0,1915.0,0
MONTANNA,5,2.0,1915.0,0
MONTE,27,1.0,1915.0,0
MONTGOMERY,19,1.0,1915.0,0
MONTY,57,1.0,1915.0,0
MORGAN,1069,1.0,1915.0,0
MORGAN,1646,2.0,1915.0,0
MORGANNE,5,2.0,1915.0,0
MORIAH,22,2.0,1915.0,0
MORRIS,179,1.0,1915.0,0
MOSES,55,1.0,1915.0,0
MUHAMMAD,228,1.0,1915.0,0
MUHAMMED,5,1.0,1915.0,0
MURIEL,1041,2.0,1915.0,46
MURRAY,1493,1.0,1915.0,0
MUSKAAN,87,2.0,1915.0,0
MUSKAN,35,2.0,1915.0,0
MUSTAFA,11,1.0,1915.0,0
MYA,801,2.0,1915.0,0
MYAH,101,2.0,1915.0,0
MYLA,97,2.0,1915.0,0
MYLEE,17,2.0,1915.0,0
MYLES,701,1.0,1915.0,0
MYLO,5,1.0,1915.0,0
MYRA,189,2.0,1915.0,0
MYRNA,497,2.0,1915.0,0
MYRON,21,1.0,1915.0,0
MYRTLE,391,2.0,1915.0,17
NADIA,619,2.0,1915.0,0
NADINE,1134,2.0,1915.0,0
NAHLA,5,2.0,1915.0,0
NAIA,6,2.0,1915.0,0
NAIDA,5,2.0,1915.0,0
NAIYA,11,2.0,1915.0,0
NAKITA,5,2.0,1915.0,0
NANCY,4265,2.0,1915.0,19
NANETTE,5,2.0,1915.0,0
NAOMI,1739,2.0,1915.0,0
NARINDER,10,1.0,1915.0,0
NARINDER,5,2.0,1915.0,0
NASEEB,6,2.0,1915.0,0
NASH,164,1.0,1915.0,0
NATALIA,420,2.0,1915.0,0
NATALIE,3179,2.0,1915.0,0
NATALYA,28,2.0,1915.0,0
NATASCHA,5,2.0,1915.0,0
NATASHA,3072,2.0,1915.0,0
NATE,115,1.0,1915.0,0
NATHALIE,87,2.0,1915.0,0
NATHAN,6479,1.0,1915.0,0
NATHANAEL,169,1.0,1915.0,0
NATHANIAL,28,1.0,1915.0,0
NATHANIEL,1573,1.0,1915.0,0
NATHEN,10,1.0,1915.0,0
NAVDEEP,99,1.0,1915.0,0
NAVDEEP,72,2.0,1915.0,0
NAVJIT,5,2.0,1915.0,0
NAVJOT,20,1.0,1915.0,0
NAVJOT,52,2.0,1915.0,0
NAVKIRAN,5,2.0,1915.0,0
NAVNEET,135,2.0,1915.0,0
NAVPREET,10,2.0,1915.0,0
NAVRAJ,44,1.0,1915.0,0
NAVREEN,5,2.0,1915.0,0
NAVREET,21,2.0,1915.0,0
NAYA,25,2.0,1915.0,0
NEAL,269,1.0,1915.0,0
NEELAM,43,2.0,1915.0,0
NEHA,110,2.0,1915.0,0
NEHEMIAH,5,1.0,1915.0,0
NEIL,2584,1.0,1915.0,7
NELLIE,318,2.0,1915.0,11
NELSON,688,1.0,1915.0,0
NEO,11,1.0,1915.0,0
NETANYA,5,2.0,1915.0,0
NETTIE,5,2.0,1915.0,0
NEVADA,39,2.0,1915.0,0
NEVAEH,485,2.0,1915.0,0
NEVE,40,2.0,1915.0,0
NEVEAH,6,2.0,1915.0,0
NEVIN,11,1.0,1915.0,0
NIA,39,2.0,1915.0,0
NIALL,6,1.0,1915.0,0
NIAMH,11,2.0,1915.0,0
NICHOL,5,2.0,1915.0,0
NICHOLAS,8166,1.0,1915.0,0
NICHOLE,240,2.0,1915.0,0
NICK,220,1.0,1915.0,0
NICKI,5,2.0,1915.0,0
NICKLAUS,5,1.0,1915.0,0
NICKOLAS,370,1.0,1915.0,0
NICO,188,1.0,1915.0,0
NICOLA,39,1.0,1915.0,0
NICOLA,689,2.0,1915.0,0
NICOLAS,1129,1.0,1915.0,0
NICOLE,9077,2.0,1915.0,0
NICOLETTE,48,2.0,1915.0,0
NICOLLE,22,2.0,1915.0,0
NIGEL,518,1.0,1915.0,0
NIHAAL,5,1.0,1915.0,0
NIHAL,26,1.0,1915.0,0
NIKA,45,2.0,1915.0,0
NIKHIL,48,1.0,1915.0,0
NIKI,65,2.0,1915.0,0
NIKITA,5,1.0,1915.0,0
NIKITA,197,2.0,1915.0,0
NIKKI,400,2.0,1915.0,0
NIKLAS,10,1.0,1915.0,0
NIKO,81,1.0,1915.0,0
NIKOLA,28,1.0,1915.0,0
NIKOLAI,93,1.0,1915.0,0
NIKOLAS,395,1.0,1915.0,0
NIKOLE,5,2.0,1915.0,0
NIMA,5,1.0,1915.0,0
NIMRAT,36,2.0,1915.0,0
NIMRIT,43,2.0,1915.0,0
NINA,919,2.0,1915.0,0
NISHA,21,2.0,1915.0,0
NISHAAN,6,1.0,1915.0,0
NISHAN,6,1.0,1915.0,0
NITA,10,2.0,1915.0,0
NIXON,133,1.0,1915.0,0
NOA,28,2.0,1915.0,0
NOAH,3477,1.0,1915.0,0
NOBORU,56,1.0,1915.0,0
NOBUKO,32,2.0,1915.0,0
NOBUO,10,1.0,1915.0,0
NOEL,353,1.0,1915.0,0
NOELLE,169,2.0,1915.0,0
NOLA,150,2.0,1915.0,0
NOLAN,1637,1.0,1915.0,0
NONA,7,2.0,1915.0,0
NOOR,58,2.0,1915.0,0
NORA,884,2.0,1915.0,15
NORAH,340,2.0,1915.0,10
NORBERT,6,1.0,1915.0,0
NOREEN,399,2.0,1915.0,0
NORINE,19,2.0,1915.0,0
NORMA,1825,2.0,1915.0,12
NORMAN,4700,1.0,1915.0,69
NOVA,128,2.0,1915.0,0
NYA,51,2.0,1915.0,0
NYAH,106,2.0,1915.0,0
NYLA,92,2.0,1915.0,0
NYLAH,13,2.0,1915.0,0
NYOMI,10,2.0,1915.0,0
OAKLEY,67,1.0,1915.0,0
OAKLEY,8,2.0,1915.0,0
OCEAN,5,1.0,1915.0,0
OCEAN,73,2.0,1915.0,0
ODESSA,11,2.0,1915.0,0
ODIN,135,1.0,1915.0,0
OLAF,6,1.0,1915.0,0
OLGA,272,2.0,1915.0,10
OLIN,10,1.0,1915.0,0
OLIVE,668,2.0,1915.0,38
OLIVER,2070,1.0,1915.0,0
OLIVIA,4511,2.0,1915.0,0
OLIVIER,17,1.0,1915.0,0
OMAR,256,1.0,1915.0,0
OPAL,10,2.0,1915.0,0
OPHELIA,24,2.0,1915.0,0
OREN,15,1.0,1915.0,0
ORIN,5,1.0,1915.0,0
ORION,75,1.0,1915.0,0
ORLANDO,6,1.0,1915.0,0
ORSON,5,1.0,1915.0,0
ORVILLE,5,1.0,1915.0,0
OSAMU,5,1.0,1915.0,0
OSCAR,519,1.0,1915.0,9
OSKAR,20,1.0,1915.0,0
OTIS,20,1.0,1915.0,0
OTTO,21,1.0,1915.0,0
OWEN,3244,1.0,1915.0,0
PABLO,5,1.0,1915.0,0
PAIGE,2181,2.0,1915.0,0
PAISLEY,177,2.0,1915.0,0
PAITYN,22,2.0,1915.0,0
PAMELA,3705,2.0,1915.0,0
PANAGIOTIS,6,1.0,1915.0,0
PAOLA,22,2.0,1915.0,0
PAOLO,141,1.0,1915.0,0
PARAMVEER,5,1.0,1915.0,0
PARDEEP,111,1.0,1915.0,0
PARDEEP,5,2.0,1915.0,0
PARIS,159,2.0,1915.0,0
PARKER,1010,1.0,1915.0,0
PARKER,92,2.0,1915.0,0
PARMINDER,46,1.0,1915.0,0
PARMINDER,35,2.0,1915.0,0
PARMJIT,11,2.0,1915.0,0
PARMVEER,18,1.0,1915.0,0
PARMVIR,63,1.0,1915.0,0
PARNEET,91,2.0,1915.0,0
PARSA,16,1.0,1915.0,0
PARTEEK,5,1.0,1915.0,0
PARVEEN,128,2.0,1915.0,0
PASCAL,6,1.0,1915.0,0
PATIENCE,25,2.0,1915.0,0
PATRICA,32,2.0,1915.0,0
PATRICE,28,2.0,1915.0,0
PATRICIA,12320,2.0,1915.0,24
PATRICK,6908,1.0,1915.0,11
PATRIZIA,10,2.0,1915.0,0
PATSY,87,2.0,1915.0,0
PATTI,149,2.0,1915.0,0
PAUL,9153,1.0,1915.0,12
PAULA,1308,2.0,1915.0,0
PAULETTE,135,2.0,1915.0,0
PAULINA,48,2.0,1915.0,0
PAULINE,1141,2.0,1915.0,6
PAULO,26,1.0,1915.0,0
PAVAN,11,1.0,1915.0,0
PAVANDEEP,6,1.0,1915.0,0
PAVANDEEP,22,2.0,1915.0,0
PAVEL,16,1.0,1915.0,0
PAVNEET,32,2.0,1915.0,0
PAXTON,93,1.0,1915.0,0
PAYAL,5,2.0,1915.0,0
PAYTEN,6,2.0,1915.0,0
PAYTON,149,1.0,1915.0,0
PAYTON,537,2.0,1915.0,0
PEARL,634,2.0,1915.0,14
PEGGY,514,2.0,1915.0,0
PENELOPE,572,2.0,1915.0,0
PENNIE,6,2.0,1915.0,0
PENNY,1028,2.0,1915.0,0
PERCIVAL,5,1.0,1915.0,0
PERCY,198,1.0,1915.0,9
PERRY,462,1.0,1915.0,0
PETE,39,1.0,1915.0,0
PETER,9898,1.0,1915.0,28
PETRA,94,2.0,1915.0,0
PETRONELLA,5,2.0,1915.0,0
PEYTON,154,1.0,1915.0,0
PEYTON,538,2.0,1915.0,0
PHAEDRA,6,2.0,1915.0,0
PHILIP,3259,1.0,1915.0,19
PHILIPPA,15,2.0,1915.0,0
PHILIPPE,5,1.0,1915.0,0
PHILLIP,1407,1.0,1915.0,0
PHILLIS,5,2.0,1915.0,0
PHOEBE,203,2.0,1915.0,0
PHOENIX,214,1.0,1915.0,0
PHOENIX,148,2.0,1915.0,0
PHYLIS,37,2.0,1915.0,6
PHYLLIS,1769,2.0,1915.0,44
PIA,5,2.0,1915.0,0
PIERCE,102,1.0,1915.0,0
PIERRE,97,1.0,1915.0,0
PIETER,5,1.0,1915.0,0
PIETRO,29,1.0,1915.0,0
PIPER,392,2.0,1915.0,0
PIPPA,10,2.0,1915.0,0
POLLY,149,2.0,1915.0,0
POOJA,10,2.0,1915.0,0
POONAM,23,2.0,1915.0,0
POPPY,94,2.0,1915.0,0
PORTER,49,1.0,1915.0,0
PORTIA,29,2.0,1915.0,0
PRABHDEEP,5,1.0,1915.0,0
PRABHJOT,42,1.0,1915.0,0
PRABHJOT,38,2.0,1915.0,0
PRABHLEEN,22,2.0,1915.0,0
PRABHNOOR,21,2.0,1915.0,0
PRABJOT,5,1.0,1915.0,0
PRECIOUS,5,2.0,1915.0,0
PREET,23,2.0,1915.0,0
PRESLEY,180,2.0,1915.0,0
PRESTON,511,1.0,1915.0,0
PRINCE,16,1.0,1915.0,0
PRINCESS,5,2.0,1915.0,0
PRISCILLA,291,2.0,1915.0,0
PRISHA,5,2.0,1915.0,0
PRIYA,394,2.0,1915.0,0
PRIYANKA,21,2.0,1915.0,0
PUNEET,5,1.0,1915.0,0
PUNEET,189,2.0,1915.0,0
PYPER,23,2.0,1915.0,0
QUEENA,5,2.0,1915.0,0
QUEENIE,5,2.0,1915.0,0
QUENTIN,272,1.0,1915.0,0
QUIN,6,1.0,1915.0,0
QUINLAN,31,1.0,1915.0,0
QUINN,968,1.0,1915.0,0
QUINN,391,2.0,1915.0,0
QUINTEN,93,1.0,1915.0,0
QUINTIN,121,1.0,1915.0,0
QUINTON,311,1.0,1915.0,0
QUOC,5,1.0,1915.0,0
RACHAEL,695,2.0,1915.0,0
RACHEAL,8,2.0,1915.0,0
RACHEL,4608,2.0,1915.0,0
RACHELLE,686,2.0,1915.0,0
RAE,6,1.0,1915.0,0
RAE,31,2.0,1915.0,0
RAE-ANN,5,2.0,1915.0,0
RAELENE,12,2.0,1915.0,0
RAELYN,15,2.0,1915.0,0
RAELYNN,5,2.0,1915.0,0
RAFAEL,52,1.0,1915.0,0
RAFFAELE,5,1.0,1915.0,0
RAHIM,21,1.0,1915.0,0
RAHUL,67,1.0,1915.0,0
RAIDEN,74,1.0,1915.0,0
RAINA,87,2.0,1915.0,0
RAINE,11,1.0,1915.0,0
RAINE,17,2.0,1915.0,0
RAJAN,230,1.0,1915.0,0
RAJBIR,5,2.0,1915.0,0
RAJINDER,35,1.0,1915.0,0
RAJINDER,11,2.0,1915.0,0
RAJVEER,26,1.0,1915.0,0
RAJVIR,33,1.0,1915.0,0
RALPH,1878,1.0,1915.0,26
RAMAN,10,2.0,1915.0,0
RAMANDEEP,17,1.0,1915.0,0
RAMANDEEP,152,2.0,1915.0,0
RAMANJIT,5,2.0,1915.0,0
RAMANPREET,10,2.0,1915.0,0
RAMNEEK,5,2.0,1915.0,0
RAMNEET,29,2.0,1915.0,0
RAMON,5,1.0,1915.0,0
RAMONA,347,2.0,1915.0,0
RANBIR,12,1.0,1915.0,0
RANDAL,388,1.0,1915.0,0
RANDALL,1699,1.0,1915.0,0
RANDEEP,74,1.0,1915.0,0
RANDEEP,11,2.0,1915.0,0
RANDELL,38,1.0,1915.0,0
RANDI,289,2.0,1915.0,0
RANDOLF,25,1.0,1915.0,0
RANDOLPH,645,1.0,1915.0,0
RANDY,2321,1.0,1915.0,0
RANJIT,15,1.0,1915.0,0
RANJIT,16,2.0,1915.0,0
RANVEER,46,1.0,1915.0,0
RANVIR,38,1.0,1915.0,0
RAPHAEL,107,1.0,1915.0,0
RAQUEL,139,2.0,1915.0,0
RAVDEEP,5,1.0,1915.0,0
RAVEENA,32,2.0,1915.0,0
RAVEN,26,1.0,1915.0,0
RAVEN,280,2.0,1915.0,0
RAVI,22,1.0,1915.0,0
RAVINA,5,2.0,1915.0,0
RAVINDER,187,1.0,1915.0,0
RAVINDER,68,2.0,1915.0,0
RAVLEEN,29,2.0,1915.0,0
RAVNEET,162,2.0,1915.0,0
RAY,285,1.0,1915.0,0
RAYA,85,2.0,1915.0,0
RAYAAN,5,1.0,1915.0,0
RAYAN,37,1.0,1915.0,0
RAYANNE,11,2.0,1915.0,0
RAYDEN,16,1.0,1915.0,0
RAYLAN,5,1.0,1915.0,0
RAYLENE,15,2.0,1915.0,0
RAYMOND,6292,1.0,1915.0,37
RAYNA,75,2.0,1915.0,0
RAYNE,5,1.0,1915.0,0
RAYNE,57,2.0,1915.0,0
REAGAN,10,1.0,1915.0,0
REAGAN,17,2.0,1915.0,0
REANNA,46,2.0,1915.0,0
REBECCA,5001,2.0,1915.0,0
REBEKAH,486,2.0,1915.0,0
REECE,295,1.0,1915.0,0
REED,94,1.0,1915.0,0
REEGAN,11,2.0,1915.0,0
REENA,67,2.0,1915.0,0
REESE,110,1.0,1915.0,0
REESE,233,2.0,1915.0,0
REET,62,2.0,1915.0,0
REGAN,97,1.0,1915.0,0
REGAN,77,2.0,1915.0,0
REGINA,48,2.0,1915.0,0
REGINALD,1110,1.0,1915.0,17
REHMAT,11,2.0,1915.0,0
REID,686,1.0,1915.0,0
REIKO,17,2.0,1915.0,0
REILLY,64,1.0,1915.0,0
REILLY,5,2.0,1915.0,0
REINA,24,2.0,1915.0,0
REMI,6,2.0,1915.0,0
REMINGTON,10,1.0,1915.0,0
REMY,31,1.0,1915.0,0
REN…E,18,2.0,1915.0,0
RENA,183,2.0,1915.0,0
RENAE,26,2.0,1915.0,0
RENATA,40,2.0,1915.0,0
RENATO,5,1.0,1915.0,0
RENE,236,1.0,1915.0,0
RENE,50,2.0,1915.0,0
RENEE,1161,2.0,1915.0,0
RENZO,5,1.0,1915.0,0
RETA,41,2.0,1915.0,0
REUBEN,223,1.0,1915.0,0
REX,68,1.0,1915.0,0
REYNA,5,2.0,1915.0,0
REYNOLD,7,1.0,1915.0,0
RHEA,255,2.0,1915.0,0
RHEANNA,5,2.0,1915.0,0
RHETT,12,1.0,1915.0,0
RHIANNA,65,2.0,1915.0,0
RHIANNON,222,2.0,1915.0,0
RHODA,85,2.0,1915.0,6
RHONDA,1620,2.0,1915.0,0
RHYAN,5,2.0,1915.0,0
RHYS,609,1.0,1915.0,0
RHYS,12,2.0,1915.0,0
RIA,75,2.0,1915.0,0
RIAN,11,1.0,1915.0,0
RIANNA,39,2.0,1915.0,0
RIAZ,5,1.0,1915.0,0
RICARDO,32,1.0,1915.0,0
RICHARD,18827,1.0,1915.0,57
RICHELLE,238,2.0,1915.0,0
RICK,159,1.0,1915.0,0
RICKEY,80,1.0,1915.0,0
RICKI,10,2.0,1915.0,0
RICKIE,33,1.0,1915.0,0
RICKY,1105,1.0,1915.0,0
RIDLEY,5,2.0,1915.0,0
RIHANNA,32,2.0,1915.0,0
RIKKI,51,2.0,1915.0,0
RILEY,2660,1.0,1915.0,0
RILEY,589,2.0,1915.0,0
RINA,16,2.0,1915.0,0
RIO,55,1.0,1915.0,0
RIO,5,2.0,1915.0,0
RITA,1419,2.0,1915.0,0
RITCHIE,31,1.0,1915.0,0
RIVER,204,1.0,1915.0,0
RIVER,80,2.0,1915.0,0
RIYA,169,2.0,1915.0,0
ROAN,31,1.0,1915.0,0
ROB,6,1.0,1915.0,0
ROBBIE,134,1.0,1915.0,0
ROBBY,10,1.0,1915.0,0
ROBERT,38256,1.0,1915.0,206
ROBERTA,1856,2.0,1915.0,6
ROBERTO,282,1.0,1915.0,0
ROBIN,1806,1.0,1915.0,0
ROBIN,1302,2.0,1915.0,0
ROBYN,10,1.0,1915.0,0
ROBYN,1927,2.0,1915.0,0
ROCCO,71,1.0,1915.0,0
ROCHELLE,316,2.0,1915.0,0
ROCKY,144,1.0,1915.0,0
RODERICK,1238,1.0,1915.0,7
RODGER,82,1.0,1915.0,0
RODNEY,2147,1.0,1915.0,0
ROGER,2278,1.0,1915.0,8
ROHAN,184,1.0,1915.0,0
ROHIT,13,1.0,1915.0,0
ROLAND,715,1.0,1915.0,5
ROLF,42,1.0,1915.0,0
ROMA,5,2.0,1915.0,0
ROMAN,366,1.0,1915.0,0
ROMEO,25,1.0,1915.0,0
RON,27,1.0,1915.0,0
RONA,5,2.0,1915.0,0
RONALD,11287,1.0,1915.0,31
RONAN,225,1.0,1915.0,0
RONDA,135,2.0,1915.0,0
RONIK,6,1.0,1915.0,0
RONIN,144,1.0,1915.0,0
RONNIE,193,1.0,1915.0,0
RONNY,5,1.0,1915.0,0
RORY,852,1.0,1915.0,0
RORY,21,2.0,1915.0,0
ROSA,223,2.0,1915.0,0
ROSALEE,6,2.0,1915.0,0
ROSALIE,288,2.0,1915.0,0
ROSALIND,93,2.0,1915.0,0
ROSALYN,15,2.0,1915.0,0
ROSANNA,156,2.0,1915.0,0
ROSANNE,166,2.0,1915.0,0
ROSE,1762,2.0,1915.0,15
ROSE-MARIE,11,2.0,1915.0,0
ROSEMARIE,265,2.0,1915.0,0
ROSEMARY,1002,2.0,1915.0,0
ROSIE,208,2.0,1915.0,8
ROSINA,27,2.0,1915.0,5
ROSLYN,5,2.0,1915.0,0
ROSS,1973,1.0,1915.0,9
ROWAN,529,1.0,1915.0,0
ROWAN,282,2.0,1915.0,0
ROWEN,24,1.0,1915.0,0
ROWENA,34,2.0,1915.0,0
ROWYN,6,2.0,1915.0,0
ROXANE,19,2.0,1915.0,0
ROXANN,5,2.0,1915.0,0
ROXANNA,5,2.0,1915.0,0
ROXANNE,692,2.0,1915.0,0
ROY,3139,1.0,1915.0,32
ROYA,5,2.0,1915.0,0
ROYCE,64,1.0,1915.0,0
ROYDON,5,1.0,1915.0,0
RUBEN,22,1.0,1915.0,0
RUBY,1305,2.0,1915.0,12
RUDOLF,38,1.0,1915.0,0
RUDOLPH,13,1.0,1915.0,0
RUDY,38,1.0,1915.0,0
RUPINDER,11,1.0,1915.0,0
RUPINDER,156,2.0,1915.0,0
RUSSEL,226,1.0,1915.0,5
RUSSELL,3029,1.0,1915.0,6
RUTH,2733,2.0,1915.0,63
RYAN,14694,1.0,1915.0,0
RYAN,49,2.0,1915.0,0
RYANN,40,2.0,1915.0,0
RYDEN,6,1.0,1915.0,0
RYDER,1072,1.0,1915.0,0
RYDER,7,2.0,1915.0,0
RYKER,225,1.0,1915.0,0
RYLAN,919,1.0,1915.0,0
RYLAN,27,2.0,1915.0,0
RYLAND,180,1.0,1915.0,0
RYLEA,5,2.0,1915.0,0
RYLEE,24,1.0,1915.0,0
RYLEE,384,2.0,1915.0,0
RYLEIGH,94,2.0,1915.0,0
RYLEN,23,1.0,1915.0,0
RYLEY,235,1.0,1915.0,0
RYLEY,46,2.0,1915.0,0
RYLIE,6,1.0,1915.0,0
RYLIE,100,2.0,1915.0,0
S…BASTIEN,10,1.0,1915.0,0
SABINA,36,2.0,1915.0,0
SABINE,27,2.0,1915.0,0
SABRINA,1442,2.0,1915.0,0
SABURO,12,1.0,1915.0,0
SACHA,28,1.0,1915.0,0
SACHA,30,2.0,1915.0,0
SACHIKO,30,2.0,1915.0,0
SADAKO,10,2.0,1915.0,0
SADIE,735,2.0,1915.0,0
SAGAR,5,1.0,1915.0,0
SAGE,98,1.0,1915.0,0
SAGE,286,2.0,1915.0,0
SAHAJ,10,1.0,1915.0,0
SAHANA,25,2.0,1915.0,0
SAHARA,71,2.0,1915.0,0
SAHEJ,25,1.0,1915.0,0
SAHIB,247,1.0,1915.0,0
SAHIL,268,1.0,1915.0,0
SAIGE,65,2.0,1915.0,0
SAIRA,6,2.0,1915.0,0
SAIYA,5,2.0,1915.0,0
SAJE,5,2.0,1915.0,0
SAKURA,6,2.0,1915.0,0
SALLY,817,2.0,1915.0,0
SALMA,10,2.0,1915.0,0
SALVATORE,32,1.0,1915.0,0
SAM,477,1.0,1915.0,0
SAMANTHA,5821,2.0,1915.0,0
SAMAR,7,1.0,1915.0,0
SAMARA,186,2.0,1915.0,0
SAMAYA,5,2.0,1915.0,0
SAMEER,32,1.0,1915.0,0
SAMI,10,1.0,1915.0,0
SAMIR,5,1.0,1915.0,0
SAMIRA,5,2.0,1915.0,0
SAMMI,7,2.0,1915.0,0
SAMMY,5,1.0,1915.0,0
SAMSON,68,1.0,1915.0,0
